Alter,Einkommen,Geschlecht,Zeit,KundeNr,Preis,Niederlassung,Ausreißer
51,46823.71950733446,0.0,41.0,K1624,,Bayern,False
50,67276.38391826894,1.0,29.0,K1308,,Hessen,False
45,70632.18116424145,0.0,52.0,K1342,,Sachsen,False
33,36719.10148652727,1.0,35.0,K1198,,Nordrhein-Westfalen,False
66,75021.34800930391,1.0,27.0,K1835,,Bayern,False
63,65737.34789246088,0.0,49.0,K1545,,Nordrhein-Westfalen,False
56,66606.82240212626,1.0,15.0,K1664,,Bayern,False
42,42036.4907884942,1.0,36.0,K1389,,Bayern,False
64,82889.73040827588,0.0,44.0,K1289,,Baden-Württemberg,False
55,55421.10091157522,0.0,29.0,K1896,,Niedersachsen,False
59,59731.06742753732,0.0,30.0,K1592,,Nordrhein-Westfalen,False
63,78072.77390257167,1.0,30.0,K1258,,Bayern,False
65,91807.01049333796,1.0,45.0,K1180,,Nordrhein-Westfalen,False
53,65662.1492493404,1.0,48.0,K1761,,Thüringen,False
36,29607.14160492055,1.0,23.0,K1736,,Bayern,False
56,70410.79805191848,1.0,39.0,K1382,,Bayern,False
47,63119.27077514208,0.0,51.0,K1173,,Bayern,False
42,44380.59493320296,1.0,30.0,K1930,,Bayern,False
56,71443.21885328605,1.0,31.0,K1293,,Bayern,False
66,66735.69174215138,0.0,26.0,K1376,,Nordrhein-Westfalen,False
30,40283.17451896094,1.0,50.0,K1767,,Baden-Württemberg,False
49,54140.59545614648,1.0,29.0,K1816,,Baden-Württemberg,False
33,36223.99905839761,0.0,52.0,K1341,,Baden-Württemberg,False
68,81230.95237363465,0.0,46.0,K1193,,Hessen,False
57,65786.36558907609,1.0,43.0,K1862,,Thüringen,False
43,59089.74089652931,0.0,29.0,K1222,,Sachsen,False
39,58806.417593735336,1.0,55.0,K1230,,Niedersachsen,False
68,80798.29331494017,1.0,43.0,K1836,,Nordrhein-Westfalen,False
36,38942.80911718784,0.0,35.0,K1394,,Nordrhein-Westfalen,False
36,46373.45798243152,0.0,36.0,K1343,,Bayern,False
42,57149.49800655036,0.0,35.0,K1105,,Hessen,False
42,52174.79091303806,0.0,38.0,K1986,,Bayern,False
42,46178.95708275883,1.0,28.0,K1572,,Hessen,False
34,26418.801247455667,0.0,45.0,K1932,,Sachsen,False
41,55038.29982685805,1.0,41.0,K1500,,Hessen,False
62,71314.97859749506,0.0,37.0,K1636,,Sachsen,False
33,49527.66481574445,0.0,25.0,K1231,,Baden-Württemberg,False
54,53583.84502967968,0.0,39.0,K1383,,Nordrhein-Westfalen,False
39,56179.01757390302,1.0,29.0,K1796,,Nordrhein-Westfalen,False
54,69210.98341641495,1.0,40.0,K1221,,Nordrhein-Westfalen,False
33,28556.82030061056,1.0,52.0,K1333,,Nordrhein-Westfalen,False
32,40946.27928872359,0.0,28.0,K1727,,Hessen,False
50,56452.50312454669,1.0,37.0,K1760,,Bayern,False
64,66775.5553021718,1.0,11.0,K1703,,Berlin,False
51,41344.513691095926,0.0,24.0,K1621,,Nordrhein-Westfalen,False
37,42547.269364431886,1.0,45.0,K1379,,Berlin,False
60,59341.44721400047,1.0,46.0,K1423,,Hessen,False
36,54638.64043798264,0.0,31.0,K1711,,Sachsen,False
69,71732.2488483215,0.0,26.0,K1249,,Hessen,False
47,41229.83915188955,1.0,32.0,K1739,,Nordrhein-Westfalen,False
42,52868.08933311733,0.0,22.0,K1663,,Baden-Württemberg,False
68,74031.33048504737,0.0,41.0,K1914,,Baden-Württemberg,False
33,44278.56567005231,0.0,51.0,K1850,,Nordrhein-Westfalen,False
54,71794.83899910498,0.0,32.0,K1474,,Berlin,False
62,78050.89145865993,0.0,49.0,K1373,,Baden-Württemberg,False
60,80978.81780644435,1.0,28.0,K1728,,Nordrhein-Westfalen,False
45,51056.508520397634,1.0,33.0,K1412,,Nordrhein-Westfalen,False
53,64432.70137116784,1.0,41.0,K1528,,Baden-Württemberg,False
48,62342.14554131874,0.0,32.0,K1415,,Niedersachsen,False
51,56363.69118728709,0.0,35.0,K1459,,Hamburg,False
63,72396.21052871113,1.0,48.0,K1151,,Niedersachsen,False
34,26142.98247982684,0.0,50.0,K1454,,Brandenburg,False
67,87205.89801486135,1.0,47.0,K1476,,Sachsen,False
58,65207.45369111064,0.0,27.0,K1584,,Baden-Württemberg,False
39,48650.32716141169,1.0,45.0,K1681,,Nordrhein-Westfalen,False
58,80403.59755265598,1.0,25.0,K1366,,Baden-Württemberg,False
62,68355.76502240951,0.0,35.0,K1300,,Thüringen,False
49,54754.52544962578,1.0,44.0,K1995,,Berlin,False
53,59447.262796840456,1.0,48.0,K1849,,Nordrhein-Westfalen,False
52,67687.35381148307,1.0,47.0,K1212,,Baden-Württemberg,False
41,43844.85658174201,0.0,51.0,K1971,,Niedersachsen,False
50,56874.927420698994,1.0,32.0,K1164,,Berlin,False
41,45205.48270302053,1.0,26.0,K1763,,Baden-Württemberg,False
56,66037.855417978,0.0,33.0,K1368,,Berlin,False
58,70703.99819302277,1.0,38.0,K1673,,Hessen,False
32,57455.89154299589,0.0,42.0,K1205,,Niedersachsen,False
60,78010.02181157023,0.0,40.0,K1548,,Thüringen,False
54,54716.54874136162,1.0,39.0,K1595,,Sachsen,False
68,74173.37479321256,1.0,41.0,K1792,,Thüringen,False
45,56233.72142710067,1.0,46.0,K1904,,Bayern,False
63,72230.76156233066,1.0,25.0,K1745,,Nordrhein-Westfalen,False
63,68751.57141072903,1.0,39.0,K1274,,Baden-Württemberg,False
63,81446.3626440167,0.0,12.0,K1284,,Niedersachsen,False
52,63037.62322866091,0.0,42.0,K1409,,Baden-Württemberg,False
55,63242.91075110579,1.0,35.0,K1446,,Baden-Württemberg,False
36,49453.96108096693,1.0,36.0,K1162,,Baden-Württemberg,False
30,46530.32318665145,1.0,45.0,K1963,,Nordrhein-Westfalen,False
31,47601.83250459995,1.0,29.0,K1254,,Hamburg,False
69,78663.93535160618,1.0,37.0,K1229,,Niedersachsen,False
68,75303.55879567935,0.0,27.0,K1808,,Nordrhein-Westfalen,False
51,57040.845501739626,1.0,38.0,K1155,,Sachsen,False
45,44138.65666459138,1.0,31.0,K1458,,Bayern,False
49,50246.09171758335,1.0,42.0,K1928,,Sachsen,False
41,54152.49417110841,0.0,15.0,K1247,,Berlin,False
70,71511.57807009188,0.0,47.0,K1575,,Nordrhein-Westfalen,False
32,32659.50626332902,1.0,27.0,K1504,,Bayern,False
63,74905.16215817424,1.0,35.0,K1680,,Hessen,False
46,53575.60719815357,0.0,54.0,K1425,,Hessen,False
32,34848.440657675164,0.0,24.0,K1124,,Nordrhein-Westfalen,False
65,70533.06422668723,1.0,38.0,K1897,,Nordrhein-Westfalen,False
51,53267.39361143701,1.0,53.0,K1812,,Berlin,False
35,53193.85923018119,0.0,33.0,K1828,,Thüringen,False
41,64926.19167828226,0.0,39.0,K1512,,Hamburg,False
55,65102.40111435221,0.0,22.0,K1662,,Bayern,False
53,64075.21152405026,0.0,36.0,K1143,,Nordrhein-Westfalen,False
49,67290.60216332534,0.0,30.0,K1280,,Hessen,False
41,35323.88007913634,1.0,24.0,K1350,,Sachsen,False
59,63141.814178909146,0.0,31.0,K1845,,Sachsen,False
67,78936.7240936164,1.0,34.0,K1707,,Niedersachsen,False
51,76712.25928056381,1.0,36.0,K1873,,Baden-Württemberg,False
44,48523.85972184355,1.0,54.0,K1869,,Sachsen,False
37,41367.81621506573,0.0,31.0,K1259,,Nordrhein-Westfalen,False
64,68522.84225868413,1.0,43.0,K1392,,Sachsen,False
42,50054.07447111782,1.0,36.0,K1855,,Nordrhein-Westfalen,False
51,64923.2465521522,1.0,39.0,K1122,,Nordrhein-Westfalen,False
48,57701.18544621786,1.0,22.0,K1232,,Nordrhein-Westfalen,False
38,25073.66890051087,0.0,44.0,K1427,,Berlin,False
54,59813.591317114704,0.0,39.0,K1360,,Berlin,False
52,55752.80243094997,1.0,42.0,K1875,,Bayern,False
31,35492.79320276713,1.0,39.0,K1961,,Nordrhein-Westfalen,False
69,75983.22376160801,0.0,47.0,K1295,,Hessen,False
70,57964.51215425568,1.0,20.0,K1220,,Hessen,False
37,38361.78583960067,0.0,25.0,K1842,,Nordrhein-Westfalen,False
51,67445.37935769891,0.0,38.0,K1285,,Bayern,False
41,40291.75658339562,1.0,40.0,K1406,,Thüringen,False
45,34928.931486598696,1.0,14.0,K1784,,Bayern,False
69,95449.89944185666,0.0,35.0,K1743,,Berlin,False
30,44854.02478961971,0.0,36.0,K1754,,Hessen,False
60,74006.40521042302,0.0,43.0,K1721,,Bayern,False
67,92235.91092679052,1.0,29.0,K1701,,Bayern,False
54,81957.21491840295,0.0,31.0,K1622,,Berlin,False
31,31912.96328237923,0.0,29.0,K1980,,Bayern,False
67,100322.36627573174,0.0,50.0,K1150,,Bayern,False
47,56853.89576971034,1.0,43.0,K1912,,Bayern,False
35,33579.07453165961,0.0,34.0,K1262,,Baden-Württemberg,False
53,50242.75715062758,0.0,32.0,K1770,,Nordrhein-Westfalen,False
52,58522.30288435561,0.0,36.0,K1276,,Sachsen,False
35,35620.91508044857,0.0,33.0,K1121,,Bayern,False
58,68324.69609736647,1.0,35.0,K1616,,Bayern,False
44,64786.55370707238,1.0,56.0,K1153,,Baden-Württemberg,False
32,45043.607729217045,0.0,17.0,K1967,,Nordrhein-Westfalen,False
54,72200.30765952234,1.0,33.0,K1854,,Hessen,False
46,61880.00432369419,0.0,40.0,K1620,,Sachsen,False
70,97121.14063388376,1.0,36.0,K1722,,Baden-Württemberg,False
68,91036.07992470788,1.0,40.0,K1585,,Brandenburg,False
34,55437.44934982448,0.0,41.0,K1388,,Sachsen,False
70,67947.50548655371,0.0,18.0,K1694,,Bayern,False
68,67645.32893488045,0.0,51.0,K1330,,Berlin,False
52,71199.25034553104,1.0,29.0,K1131,,Berlin,False
34,31569.14469448068,1.0,58.0,K1953,,Baden-Württemberg,False
45,50681.68694442643,1.0,41.0,K1542,,Hessen,False
39,42755.05631672945,1.0,30.0,K1949,,Hessen,False
60,61876.053857405335,0.0,20.0,K1469,,Hessen,False
59,77392.45243948342,1.0,44.0,K1334,,Hessen,False
35,31305.75142624562,1.0,27.0,K1142,,Baden-Württemberg,False
66,76359.21101179442,0.0,22.0,K1962,,Sachsen,False
59,58008.720109576505,1.0,35.0,K1479,,Baden-Württemberg,False
31,41923.36515027969,1.0,33.0,K1574,,Nordrhein-Westfalen,False
33,37291.97508568333,1.0,27.0,K1964,,Bayern,False
64,80850.54112703342,0.0,36.0,K1863,,Baden-Württemberg,False
31,24167.813958101447,1.0,41.0,K1756,,Niedersachsen,False
46,47676.39503820558,1.0,55.0,K1299,,Bayern,False
39,40081.01700884192,0.0,53.0,K1865,,Nordrhein-Westfalen,False
63,84772.48084731762,1.0,30.0,K1973,,Nordrhein-Westfalen,False
30,21238.02542225393,1.0,30.0,K1608,,Berlin,False
54,53423.91068717487,0.0,36.0,K1966,,Hamburg,False
49,55265.13374235362,1.0,57.0,K1846,,Baden-Württemberg,False
65,79612.09314241726,0.0,34.0,K1684,,Hessen,False
40,41616.57298010873,0.0,48.0,K1993,,Nordrhein-Westfalen,False
30,54906.9841115438,0.0,36.0,K1267,,Nordrhein-Westfalen,False
67,67953.50503425323,0.0,38.0,K1735,,Niedersachsen,False
39,54069.62609830466,1.0,42.0,K1257,,Bayern,False
58,68239.81506659748,1.0,38.0,K1789,,Baden-Württemberg,False
39,47801.25201522806,1.0,29.0,K1734,,Baden-Württemberg,False
42,54451.38922687168,0.0,17.0,K1780,,Hessen,False
63,72872.40984065089,1.0,32.0,K1216,,Brandenburg,False
69,77933.08345381929,1.0,43.0,K1331,,Thüringen,False
39,39742.26414332624,1.0,37.0,K1723,,Niedersachsen,False
48,46968.11334133677,1.0,16.0,K1208,,Hessen,False
62,84204.70672820717,1.0,68.0,K1526,,Bayern,False
59,64971.40044640654,1.0,29.0,K1524,,Sachsen,False
30,25293.08536320475,1.0,37.0,K1691,,Sachsen,False
48,57289.90314946119,0.0,16.0,K1224,,Nordrhein-Westfalen,False
47,53602.47896688802,1.0,33.0,K1158,,Nordrhein-Westfalen,False
62,70856.65436451563,1.0,40.0,K1256,,Berlin,False
45,65988.52038027447,1.0,55.0,K1508,,Sachsen,False
61,43123.90092326082,1.0,46.0,K1944,,Baden-Württemberg,False
42,41050.15920441383,1.0,27.0,K1312,,Baden-Württemberg,False
53,61112.05583267966,0.0,20.0,K1857,,Baden-Württemberg,False
70,79595.02132977676,1.0,51.0,K1822,,Thüringen,False
66,76115.9481075349,0.0,59.0,K1113,,Bayern,False
38,29634.42399468048,1.0,42.0,K1827,,Baden-Württemberg,False
61,62738.78126475906,1.0,27.0,K1141,,Niedersachsen,False
68,94379.27254997374,1.0,35.0,K1557,,Niedersachsen,False
42,67920.23427164622,1.0,48.0,K1358,,Berlin,False
37,39083.359698716136,1.0,33.0,K1408,,Baden-Württemberg,False
65,77272.17232791125,1.0,41.0,K1772,,Berlin,False
50,62488.351194082206,1.0,12.0,K1676,,Berlin,False
53,59582.2190840033,0.0,31.0,K1741,,Hessen,False
69,64084.613271185575,0.0,52.0,K1819,,Bayern,False
57,50717.287096426,0.0,26.0,K1367,,Nordrhein-Westfalen,False
62,80655.26833212131,1.0,35.0,K1715,,Sachsen,False
46,49160.77856726122,0.0,39.0,K1402,,Bayern,False
53,68336.19977810085,1.0,33.0,K1519,,Sachsen,False
58,49653.39457003938,0.0,38.0,K1255,,Nordrhein-Westfalen,False
56,72358.42907053951,1.0,44.0,K1810,,Thüringen,False
44,67182.04737078062,0.0,38.0,K1894,,Nordrhein-Westfalen,False
39,50353.634423314,0.0,41.0,K1655,,Hessen,False
36,48307.10194014782,1.0,16.0,K1593,,Baden-Württemberg,False
31,28227.61849741835,1.0,33.0,K1252,,Baden-Württemberg,False
59,71174.38427009825,1.0,49.0,K1251,,Hessen,False
43,59150.94076517639,0.0,31.0,K1941,,Thüringen,False
30,40098.97930944886,0.0,40.0,K1931,,Sachsen,False
59,61744.00685308066,1.0,27.0,K1975,,Thüringen,False
49,64640.80828524312,1.0,38.0,K1453,,Brandenburg,False
48,57581.11655438521,0.0,57.0,K1568,,Baden-Württemberg,False
61,71947.51335246935,1.0,33.0,K1430,,Baden-Württemberg,False
37,57751.77227125286,1.0,24.0,K1291,,Baden-Württemberg,False
56,59483.17370518163,0.0,53.0,K1228,,Baden-Württemberg,False
68,82507.00289295636,1.0,24.0,K1864,,Sachsen,False
65,77623.56450322206,0.0,41.0,K1713,,Bayern,False
35,55165.48483081868,0.0,16.0,K1248,,Nordrhein-Westfalen,False
60,70843.4057219761,0.0,33.0,K1956,,Baden-Württemberg,False
58,68875.22346371044,1.0,36.0,K1302,,Nordrhein-Westfalen,False
60,68566.28547266309,1.0,20.0,K1714,,Berlin,False
42,54737.68501450015,0.0,37.0,K1384,,Berlin,False
68,84266.90561138178,1.0,43.0,K1398,,Berlin,False
47,68475.47947035421,0.0,50.0,K1505,,Berlin,False
45,47805.49911737529,0.0,36.0,K1227,,Berlin,False
68,68468.39756233856,0.0,43.0,K1288,,Baden-Württemberg,False
50,61399.93782462269,0.0,16.0,K1307,,Niedersachsen,False
62,80040.16085279999,0.0,36.0,K1543,,Nordrhein-Westfalen,False
36,62517.50853637212,0.0,35.0,K1351,,Nordrhein-Westfalen,False
54,65103.66431596069,0.0,37.0,K1520,,Niedersachsen,False
65,72026.05013724076,0.0,26.0,K1893,,Sachsen,False
50,38912.22946143465,1.0,34.0,K1234,,Berlin,False
31,39505.51717833216,1.0,15.0,K1742,,Hessen,False
35,33126.91545739253,1.0,23.0,K1507,,Brandenburg,False
57,60794.35544071276,0.0,32.0,K1899,,Bayern,False
58,58019.166247436144,1.0,42.0,K1794,,Baden-Württemberg,False
50,54638.11210823203,1.0,45.0,K1915,,Sachsen,False
54,69123.41115128566,0.0,56.0,K1324,,Thüringen,False
55,69613.52731286261,1.0,46.0,K1746,,Baden-Württemberg,False
44,49444.36995163138,1.0,27.0,K1917,,Baden-Württemberg,False
42,50762.74763263938,1.0,14.0,K1777,,Brandenburg,False
39,41453.36746861263,0.0,40.0,K1920,,Niedersachsen,False
35,51809.92945439946,1.0,49.0,K1729,,Baden-Württemberg,False
38,56413.98226900063,0.0,43.0,K1960,,Bayern,False
67,71829.75731774843,1.0,23.0,K1785,,Baden-Württemberg,False
67,64683.273523591095,0.0,22.0,K1491,,Berlin,False
38,60883.50347816685,1.0,41.0,K1968,,Thüringen,False
56,82205.14384002211,0.0,43.0,K1614,,Hamburg,False
44,47045.73383797704,1.0,38.0,K1372,,Nordrhein-Westfalen,False
48,84746.79344370571,1.0,36.0,K1837,,Bayern,False
36,43538.46234850251,1.0,26.0,K1546,,Hessen,False
57,72995.72853268619,1.0,43.0,K1601,,Niedersachsen,False
48,70707.73987004749,1.0,35.0,K1217,,Sachsen,False
42,48260.29217550943,0.0,41.0,K1337,,Sachsen,False
56,76155.67203946126,1.0,29.0,K1879,,Baden-Württemberg,False
40,26846.54215214988,1.0,41.0,K1712,,Bayern,False
60,76138.00507813401,0.0,36.0,K1776,,Sachsen,False
63,66691.26681107994,1.0,52.0,K1478,,Bayern,False
35,35044.698545708445,1.0,47.0,K1977,,Sachsen,False
47,55621.01637414354,0.0,35.0,K1856,,Baden-Württemberg,False
60,67687.57030152502,1.0,33.0,K1338,,Hessen,False
68,70848.86655336355,1.0,33.0,K1911,,Brandenburg,False
53,79245.21742663819,1.0,31.0,K1781,,Bayern,False
55,58431.48591814502,1.0,46.0,K1422,,Nordrhein-Westfalen,False
63,74594.05365261914,0.0,28.0,K1753,,Niedersachsen,False
30,44635.67919427661,0.0,32.0,K1515,,Berlin,False
41,49170.38002666986,1.0,36.0,K1903,,Baden-Württemberg,False
68,78649.11140689638,0.0,37.0,K1463,,Nordrhein-Westfalen,False
31,43375.75364123266,1.0,38.0,K1363,,Thüringen,False
44,68126.652521837,0.0,24.0,K1732,,Bayern,False
44,55445.95305775515,0.0,45.0,K1737,,Bayern,False
66,79203.82699739235,1.0,37.0,K1387,,Sachsen,False
39,59913.34656482462,0.0,29.0,K1481,,Bayern,False
39,51488.134398045775,0.0,14.0,K1489,,Bayern,False
43,53219.97439361837,1.0,40.0,K1329,,Brandenburg,False
50,50945.51749373209,0.0,45.0,K1951,,Baden-Württemberg,False
45,52765.75865735413,0.0,42.0,K1833,,Hamburg,False
53,53443.30526894799,1.0,39.0,K1577,,Nordrhein-Westfalen,False
35,31856.07889795332,1.0,56.0,K1452,,Nordrhein-Westfalen,False
47,49585.98844044164,1.0,42.0,K1610,,Bayern,False
49,63443.36805996244,1.0,32.0,K1744,,Baden-Württemberg,False
41,49634.22898625423,1.0,65.0,K1983,,Berlin,False
30,31802.090870144064,1.0,38.0,K1929,,Hessen,False
58,52544.54786370581,1.0,16.0,K1908,,Niedersachsen,False
31,34124.0595832316,1.0,33.0,K1724,,Sachsen,False
30,58746.83197974503,1.0,32.0,K1866,,Bayern,False
34,50643.73852762316,0.0,29.0,K1750,,Bayern,False
62,63231.8216240426,1.0,35.0,K1859,,Hessen,False
34,45507.99444877001,1.0,39.0,K1661,,Nordrhein-Westfalen,False
59,85251.99990957863,1.0,26.0,K1955,,Berlin,False
39,50013.890492027975,1.0,31.0,K1682,,Nordrhein-Westfalen,False
36,43526.38864791295,1.0,46.0,K1190,,Sachsen,False
62,59572.98556778787,1.0,18.0,K1347,,Baden-Württemberg,False
55,62382.86173048115,1.0,41.0,K1803,,Nordrhein-Westfalen,False
48,59163.82368118809,0.0,41.0,K1264,,Berlin,False
50,73917.24951702455,1.0,52.0,K1629,,Bayern,False
46,63048.00599990672,1.0,31.0,K1140,,Berlin,False
57,54319.92014266763,1.0,53.0,K1645,,Brandenburg,False
38,45342.44887981655,1.0,40.0,K1275,,Berlin,False
52,68579.73782117813,0.0,24.0,K1759,,Berlin,False
43,60901.03909793945,0.0,52.0,K1891,,Hessen,False
48,65433.98468653538,0.0,36.0,K1860,,Sachsen,False
57,64092.31580931567,1.0,36.0,K1943,,Nordrhein-Westfalen,False
54,74220.58232237589,1.0,45.0,K1200,,Nordrhein-Westfalen,False
59,56608.2671927764,1.0,49.0,K1668,,Bayern,False
58,78517.61269570532,1.0,24.0,K1345,,Baden-Württemberg,False
40,49709.40649298079,1.0,20.0,K1679,,Thüringen,False
32,36992.27895495792,1.0,26.0,K1795,,Hamburg,False
66,67550.8458188448,1.0,18.0,K1565,,Sachsen,False
56,66602.00104696192,1.0,55.0,K1658,,Thüringen,False
35,48822.8312188674,0.0,21.0,K1885,,Baden-Württemberg,False
35,50251.17942340272,0.0,39.0,K1311,,Nordrhein-Westfalen,False
46,44087.58252073564,1.0,32.0,K1497,,Nordrhein-Westfalen,False
69,84659.69463801473,0.0,32.0,K1502,,Baden-Württemberg,False
38,46151.09013655503,1.0,18.0,K1861,,Niedersachsen,False
39,56023.57481737575,1.0,59.0,K1322,,Baden-Württemberg,False
43,53592.01268373325,0.0,31.0,K1109,,Nordrhein-Westfalen,False
36,46292.64821649616,1.0,42.0,K1747,,Baden-Württemberg,False
51,53493.22245123,0.0,57.0,K1902,,Niedersachsen,False
47,63291.36034723298,1.0,46.0,K1717,,Baden-Württemberg,False
62,74418.17682867263,0.0,30.0,K1843,,Bayern,False
62,80098.84348008504,1.0,37.0,K1651,,Sachsen,False
36,22706.333687510007,0.0,35.0,K1830,,Baden-Württemberg,False
64,80694.13503602639,0.0,20.0,K1788,,Baden-Württemberg,False
57,69354.03908552793,1.0,51.0,K1203,,Thüringen,False
34,37661.69296425793,1.0,28.0,K1832,,Bayern,False
49,70657.90273822784,0.0,47.0,K1678,,Nordrhein-Westfalen,False
68,82209.9028990893,0.0,36.0,K1511,,Nordrhein-Westfalen,False
49,67813.53353244104,0.0,44.0,K1607,,Niedersachsen,False
69,69862.19896027556,1.0,44.0,K1152,,Hessen,False
57,68849.42162075546,0.0,30.0,K1137,,Berlin,False
58,64187.77402135038,0.0,42.0,K1305,,Bayern,False
59,63241.90384258392,1.0,33.0,K1239,,Berlin,False
58,81205.2106669526,1.0,46.0,K1132,,Hessen,False
42,48307.88333506359,1.0,41.0,K1952,,Berlin,False
41,51201.01414120506,1.0,28.0,K1335,,Berlin,False
38,60020.87616762462,0.0,25.0,K1594,,Niedersachsen,False
49,51392.49926367718,0.0,40.0,K1483,,Baden-Württemberg,False
68,75570.01523540512,1.0,35.0,K1393,,Berlin,False
58,74947.00882859303,0.0,47.0,K1523,,Nordrhein-Westfalen,False
53,65983.03408246486,0.0,48.0,K1779,,Baden-Württemberg,False
66,80806.3785643034,1.0,22.0,K1496,,Bayern,False
44,60135.62060655392,1.0,50.0,K1697,,Bayern,False
62,70449.09092468504,0.0,24.0,K1603,,Niedersachsen,False
70,87311.6479662892,0.0,46.0,K1243,,Berlin,False
51,43966.82165100914,1.0,51.0,K1167,,Nordrhein-Westfalen,False
40,50404.683471917626,1.0,39.0,K1576,,Baden-Württemberg,False
30,37308.86983279808,0.0,30.0,K1752,,Berlin,False
57,77750.94761607521,0.0,25.0,K1233,,Bayern,False
39,45047.55095673474,0.0,28.0,K1972,,Nordrhein-Westfalen,False
34,33066.51872882614,0.0,34.0,K1625,,Baden-Württemberg,False
58,57893.550514330855,1.0,38.0,K1169,,Hessen,False
60,63515.3557570424,1.0,44.0,K1119,,Nordrhein-Westfalen,False
62,77583.3564677155,0.0,18.0,K1261,,Berlin,False
56,41843.15467731814,0.0,40.0,K1145,,Berlin,False
30,40182.209774789095,0.0,32.0,K1597,,Nordrhein-Westfalen,False
47,58432.854376868185,0.0,22.0,K1484,,Baden-Württemberg,False
66,77161.38225056148,0.0,15.0,K1292,,Baden-Württemberg,False
38,47188.88812026303,0.0,41.0,K1868,,Bayern,False
41,49550.96776765906,0.0,31.0,K1321,,Baden-Württemberg,False
30,30096.83903677389,0.0,8.0,K1157,,Thüringen,False
45,48971.41724927535,0.0,55.0,K1442,,Nordrhein-Westfalen,False
42,35264.285269608416,1.0,42.0,K1853,,Baden-Württemberg,False
47,51429.78677781613,0.0,24.0,K1824,,Nordrhein-Westfalen,False
48,73148.25210218443,1.0,40.0,K1829,,Sachsen,False
51,69768.66331736703,0.0,32.0,K1400,,Hessen,False
46,66328.13647748511,1.0,20.0,K1806,,Berlin,False
70,66260.0261280502,0.0,43.0,K1356,,Nordrhein-Westfalen,False
45,50109.82725085266,0.0,25.0,K1831,,Baden-Württemberg,False
46,57509.96508522576,1.0,43.0,K1566,,Hamburg,False
58,69209.45004428051,0.0,34.0,K1560,,Nordrhein-Westfalen,False
67,81521.76144297997,1.0,21.0,K1992,,Baden-Württemberg,False
49,60350.97690802643,1.0,35.0,K1374,,Baden-Württemberg,False
42,53357.53278831714,1.0,47.0,K1306,,Berlin,False
56,61601.83870475674,1.0,48.0,K1266,,Bayern,False
62,65956.21914527242,1.0,22.0,K1660,,Berlin,False
30,45591.20724531085,1.0,26.0,K1834,,Hessen,False
48,43655.93017037532,0.0,41.0,K1506,,Nordrhein-Westfalen,False
59,56316.93332282888,0.0,35.0,K1807,,Niedersachsen,False
68,84969.40499640783,1.0,24.0,K1581,,Berlin,False
36,43724.72288212965,1.0,43.0,K1876,,Nordrhein-Westfalen,False
69,65999.38116269282,0.0,44.0,K1210,,Bayern,False
43,53630.872956814776,1.0,54.0,K1670,,Baden-Württemberg,False
63,81611.74538927511,1.0,38.0,K1494,,Hessen,False
34,43358.56434967347,1.0,33.0,K1106,,Berlin,False
52,54508.68539041199,0.0,30.0,K1937,,Nordrhein-Westfalen,False
53,68187.64468748034,0.0,35.0,K1666,,Baden-Württemberg,False
37,56717.58760576484,0.0,40.0,K1185,,Bayern,False
39,40996.11239065249,1.0,28.0,K1310,,Hessen,False
59,61880.00056054359,0.0,35.0,K1139,,Bayern,False
70,72700.31509270631,1.0,48.0,K1880,,Nordrhein-Westfalen,False
60,78633.97284484014,0.0,41.0,K1613,,Nordrhein-Westfalen,False
64,67710.1761467787,1.0,43.0,K1532,,Nordrhein-Westfalen,False
40,54688.48408511369,1.0,43.0,K1559,,Baden-Württemberg,False
36,49200.62245305059,1.0,58.0,K1471,,Berlin,False
43,37696.62541510117,1.0,7.0,K1196,,Niedersachsen,False
54,71635.44389752425,1.0,46.0,K1444,,Baden-Württemberg,False
64,59961.78573779843,1.0,48.0,K1669,,Hessen,False
41,38375.78138430826,0.0,25.0,K1450,,Thüringen,False
35,51044.09254333704,1.0,21.0,K1881,,Sachsen,False
40,54037.310030892266,0.0,19.0,K1346,,Nordrhein-Westfalen,False
46,65112.43068984319,0.0,54.0,K1118,,Bayern,False
70,69099.94379724779,0.0,24.0,K1420,,Sachsen,False
65,77311.9739206334,0.0,28.0,K1705,,Nordrhein-Westfalen,False
35,34180.68077831874,1.0,26.0,K1492,,Niedersachsen,False
52,66521.77673029815,1.0,47.0,K1378,,Nordrhein-Westfalen,False
34,34322.45474166627,1.0,17.0,K1271,,Sachsen,False
37,39509.3886198562,0.0,34.0,K1988,,Baden-Württemberg,False
40,55845.12052725056,1.0,26.0,K1751,,Berlin,False
63,78156.46621911302,1.0,27.0,K1923,,Nordrhein-Westfalen,False
35,47150.77367320037,1.0,12.0,K1589,,Berlin,False
31,26466.439594051568,1.0,40.0,K1978,,Thüringen,False
32,40776.02314471374,1.0,13.0,K1609,,Berlin,False
60,65588.40358296338,0.0,38.0,K1936,,Bayern,False
58,60418.96718784391,1.0,55.0,K1348,,Nordrhein-Westfalen,False
41,45567.30061803409,0.0,35.0,K1671,,Baden-Württemberg,False
32,35272.926564171445,0.0,30.0,K1667,,Nordrhein-Westfalen,False
46,70647.16884927596,0.0,52.0,K1791,,Bayern,False
57,77462.12620064212,1.0,27.0,K1294,,Bayern,False
60,54229.96589811336,1.0,50.0,K1887,,Hessen,False
